IdEmploye,Date,TauxOccupation,PrimePerformance,JoursAbsence
2,2020-05-31,90.83,712.21,0
2,2020-06-30,55.69,821.4,0
2,2020-07-31,51.48,1415.76,2
2,2020-08-31,72.53,1872.97,4
2,2020-09-30,69.73,959.29,3
2,2020-10-31,94.11,1407.7,4
2,2020-11-30,80.4,756.87,4
2,2020-12-31,85.92,1917.26,4
2,2021-01-31,50.08,1345.52,4
2,2021-02-28,91.48,273.01,3
2,2021-03-31,84.33,406.08,0
2,2021-04-30,72.81,864.3,2
2,2021-05-31,79.82,1189.25,0
2,2021-06-30,53.55,344.32,0
2,2021-07-31,97.09,1403.43,0
2,2021-08-31,82.32,1798.47,4
2,2021-09-30,50.51,1344.97,0
2,2021-10-31,80.63,1772.66,3
2,2021-11-30,81.89,1533.77,4
2,2021-12-31,53.32,1161.14,1
2,2022-01-31,50.59,959.66,2
2,2022-02-28,72.44,351.91,1
2,2022-03-31,95.51,1654.44,0
2,2022-04-30,86.46,1374.12,3
2,2022-05-31,69.37,1733.31,3
2,2022-06-30,83.65,695.69,4
2,2022-07-31,93.09,1262.51,3
2,2022-08-31,89.92,1680.36,3
2,2022-09-30,78.96,1566.83,2
2,2022-10-31,79.11,868.11,0
2,2022-11-30,51.37,907.35,1
2,2022-12-31,58.34,974.95,3
2,2023-01-31,52.24,1571.43,3
2,2023-02-28,66.99,1131.03,1
2,2023-03-31,81.85,813.09,2
2,2023-04-30,70.48,760.19,4
2,2023-05-31,76.55,1715.1,3
2,2023-06-30,77.98,389.47,0
2,2023-07-31,57.03,1074.06,2
2,2023-08-31,76.6,444.42,1
2,2023-09-30,51.95,255.72,2
2,2023-10-31,58.0,242.03,2
2,2023-11-30,57.35,1078.13,1
2,2023-12-31,95.0,409.05,1
2,2024-01-31,68.74,1053.21,3
2,2024-02-29,99.74,1181.69,4
2,2024-03-31,64.42,1930.04,3
2,2024-04-30,51.55,1947.34,3
2,2024-05-31,99.01,1060.18,4
2,2024-06-30,77.09,1571.42,2
2,2024-07-31,91.93,841.13,1
2,2024-08-31,62.97,550.32,0
2,2024-09-30,75.37,1419.3,4
2,2024-10-31,98.32,1203.88,2
2,2024-11-30,58.26,1249.37,4
2,2024-12-31,72.2,1327.22,2
3,2020-01-31,60.37,1608.3,2
3,2020-02-29,94.02,1322.13,0
3,2020-03-31,89.63,1030.6,4
3,2020-04-30,57.4,1734.6,4
3,2020-05-31,77.15,609.95,2
3,2020-06-30,95.47,1499.86,4
3,2020-07-31,72.92,268.37,2
3,2020-08-31,77.47,303.93,3
3,2020-09-30,73.34,262.03,0
3,2020-10-31,97.46,1123.22,3
3,2020-11-30,74.17,1754.39,1
3,2020-12-31,74.57,1140.4,2
3,2021-01-31,75.56,1086.19,1
3,2021-02-28,86.29,1810.01,2
3,2021-03-31,70.38,1689.53,3
3,2021-04-30,90.33,1057.67,0
3,2021-05-31,52.97,205.7,0
3,2021-06-30,92.35,1807.56,2
3,2021-07-31,65.59,660.89,4
3,2021-08-31,75.52,1327.87,1
3,2021-09-30,73.84,1437.9,2
3,2021-10-31,93.6,1149.01,4
3,2021-11-30,67.94,1647.99,2
3,2021-12-31,60.54,1923.41,2
3,2022-01-31,99.89,1418.28,0
3,2022-02-28,54.49,204.17,2
3,2022-03-31,86.89,1701.46,0
3,2022-04-30,53.45,210.2,4
3,2022-05-31,91.1,1656.53,0
3,2022-06-30,92.3,1304.49,0
3,2022-07-31,86.16,704.6,3
3,2022-08-31,70.36,318.82,2
3,2022-09-30,77.46,1337.76,4
3,2022-10-31,97.38,330.17,4
3,2022-11-30,55.05,1764.1,1
3,2022-12-31,53.84,1101.12,1
3,2023-01-31,62.11,1060.87,1
3,2023-02-28,53.65,925.17,3
3,2023-03-31,93.17,922.35,2
3,2023-04-30,51.1,1249.86,0
3,2023-05-31,77.45,594.69,4
3,2023-06-30,80.17,844.07,0
3,2023-07-31,87.98,538.12,1
3,2023-08-31,79.29,1324.61,3
3,2023-09-30,81.85,1147.3,1
3,2023-10-31,85.7,1680.56,3
3,2023-11-30,57.14,1595.62,1
3,2023-12-31,70.07,485.52,1
3,2024-01-31,56.69,1333.2,2
3,2024-02-29,63.58,924.4,0
3,2024-03-31,50.01,1120.03,1
3,2024-04-30,85.75,1268.27,0
3,2024-05-31,53.13,1710.81,0
3,2024-06-30,67.02,1892.81,4
3,2024-07-31,96.54,1688.09,2
3,2024-08-31,63.52,1716.88,3
3,2024-09-30,78.59,1832.96,2
3,2024-10-31,71.69,1837.9,3
3,2024-11-30,83.76,408.84,1
3,2024-12-31,78.23,1874.31,0
4,2020-01-31,85.19,207.85,4
4,2020-02-29,85.65,1399.49,0
4,2020-03-31,63.92,433.28,3
4,2020-04-30,85.13,736.49,4
4,2020-05-31,73.77,1341.81,4
4,2020-06-30,52.41,848.09,3
4,2020-07-31,93.29,1056.74,1
4,2020-08-31,81.72,1587.41,0
4,2020-09-30,52.62,1581.62,1
4,2020-10-31,77.6,948.44,1
4,2020-11-30,60.6,1383.24,2
4,2020-12-31,86.52,1365.88,3
4,2021-01-31,83.89,1293.95,1
4,2021-02-28,69.74,1875.45,3
4,2021-03-31,86.93,768.13,3
4,2021-04-30,52.61,1427.95,0
4,2021-05-31,94.51,717.34,2
4,2021-06-30,83.34,1681.96,1
4,2021-07-31,77.19,379.76,1
4,2021-08-31,50.73,882.37,1
4,2021-09-30,50.97,423.86,1
4,2021-10-31,51.57,1525.16,0
4,2021-11-30,95.3,680.02,4
4,2021-12-31,73.2,1934.3,3
4,2022-01-31,69.88,1572.16,3
4,2022-02-28,63.36,595.65,3
4,2022-03-31,98.8,425.99,4
4,2022-04-30,53.82,888.64,0
4,2022-05-31,56.01,678.05,4
4,2022-06-30,67.09,1530.25,3
4,2022-07-31,82.09,1227.17,2
4,2022-08-31,83.15,1187.09,3
4,2022-09-30,92.35,242.47,2
4,2022-10-31,91.49,1291.06,4
4,2022-11-30,69.9,745.25,2
4,2022-12-31,85.51,1887.28,1
4,2023-01-31,74.2,1545.4,3
4,2023-02-28,52.89,1924.02,0
4,2023-03-31,61.96,1155.33,3
4,2023-04-30,77.22,1932.98,3
4,2023-05-31,88.85,568.97,1
4,2023-06-30,59.79,453.45,1
4,2023-07-31,92.36,767.26,2
4,2023-08-31,57.35,1660.02,3
4,2023-09-30,69.41,1413.43,2
4,2023-10-31,90.49,1905.31,3
4,2023-11-30,76.94,309.13,1
4,2023-12-31,84.5,1875.09,3
4,2024-01-31,81.55,1005.81,0
4,2024-02-29,97.9,1153.39,4
4,2024-03-31,97.45,1932.16,1
4,2024-04-30,77.34,524.55,2
4,2024-05-31,58.29,1001.97,3
4,2024-06-30,94.88,1413.83,0
4,2024-07-31,99.06,1627.66,2
4,2024-08-31,69.59,1386.4,0
4,2024-09-30,59.85,1912.57,2
4,2024-10-31,99.06,1225.17,2
4,2024-11-30,72.95,1854.9,1
4,2024-12-31,99.06,542.19,2
5,2020-01-31,86.61,839.07,0
5,2020-02-29,98.01,1138.63,1
5,2020-03-31,98.35,907.03,1
5,2020-04-30,73.85,1493.0,0
5,2020-05-31,72.91,1606.43,3
5,2020-06-30,78.25,1588.93,3
5,2020-07-31,50.61,216.27,4
5,2020-08-31,68.85,1193.58,2
5,2020-09-30,52.3,1654.54,1
5,2020-10-31,75.73,1654.9,4
5,2020-11-30,62.29,924.98,3
5,2020-12-31,83.12,413.3,0
5,2021-01-31,57.69,1982.16,1
5,2021-02-28,99.66,280.84,4
5,2021-03-31,74.08,1343.8,3
5,2021-04-30,87.71,1853.17,0
5,2021-05-31,72.22,695.99,0
5,2021-06-30,89.38,651.8,3
5,2021-07-31,78.69,948.09,0
5,2021-08-31,62.02,544.87,4
5,2021-09-30,98.72,249.53,2
5,2021-10-31,61.04,270.07,1
5,2021-11-30,97.82,466.72,4
5,2021-12-31,61.24,976.49,2
5,2022-01-31,78.17,969.5,3
5,2022-02-28,87.94,708.49,3
5,2022-03-31,71.51,1826.76,1
5,2022-04-30,94.63,955.01,3
5,2022-05-31,91.16,1800.0,1
5,2022-06-30,60.23,1264.03,0
5,2022-07-31,64.78,1268.84,3
5,2022-08-31,81.8,855.84,1
5,2022-09-30,97.04,1112.46,2
5,2022-10-31,54.75,1688.14,4
5,2022-11-30,86.34,1593.03,1
5,2022-12-31,91.24,1128.19,0
5,2023-01-31,76.95,708.45,4
5,2023-02-28,51.88,430.16,0
5,2023-03-31,50.0,949.82,4
5,2023-04-30,86.16,561.01,4
5,2023-05-31,65.2,614.75,2
5,2023-06-30,52.6,544.01,3
5,2023-07-31,61.21,1393.48,0
5,2023-08-31,92.42,960.73,1
5,2023-09-30,94.8,1672.45,2
5,2023-10-31,63.57,425.64,2
5,2023-11-30,99.98,930.35,4
5,2023-12-31,77.12,469.28,2
5,2024-01-31,70.72,1556.89,2
5,2024-02-29,63.45,1131.67,0
5,2024-03-31,97.61,276.36,0
5,2024-04-30,68.09,1908.58,0
5,2024-05-31,56.5,1208.17,0
5,2024-06-30,75.69,1116.0,3
5,2024-07-31,98.62,1007.86,1
5,2024-08-31,84.86,1485.79,2
5,2024-09-30,90.18,419.65,1
5,2024-10-31,86.45,1751.04,0
5,2024-11-30,51.54,293.41,0
5,2024-12-31,67.27,804.1,3
6,2020-01-31,57.87,413.97,0
6,2020-02-29,86.35,1211.73,0
6,2020-03-31,65.6,1068.5,3
6,2020-04-30,89.31,1522.0,1
6,2020-05-31,50.8,1607.91,2
6,2020-06-30,50.57,1466.66,1
6,2020-07-31,71.88,622.95,2
6,2020-08-31,75.05,1471.15,0
6,2020-09-30,98.35,293.0,0
6,2020-10-31,65.44,1068.08,4
6,2020-11-30,98.08,1485.94,2
6,2020-12-31,69.83,437.09,1
6,2021-01-31,90.44,1418.87,3
6,2021-02-28,64.5,1768.55,2
6,2021-03-31,75.08,327.6,2
6,2021-04-30,92.53,1967.43,2
6,2021-05-31,50.61,1413.24,3
6,2021-06-30,59.35,235.63,4
6,2021-07-31,65.34,835.33,0
6,2021-08-31,96.75,974.97,3
6,2021-09-30,70.23,323.04,2
6,2021-10-31,67.79,351.06,0
6,2021-11-30,84.27,798.42,1
6,2021-12-31,60.27,886.59,0
6,2022-01-31,82.09,1408.66,2
6,2022-02-28,89.26,1281.98,3
6,2022-03-31,63.89,697.37,1
6,2022-04-30,95.74,220.67,4
6,2022-05-31,98.86,385.62,1
6,2022-06-30,55.67,926.48,4
6,2022-07-31,59.49,1247.93,0
6,2022-08-31,67.33,915.7,2
6,2022-09-30,80.27,1130.22,2
6,2022-10-31,63.43,717.43,1
6,2022-11-30,84.49,459.1,2
6,2022-12-31,53.78,1912.56,2
6,2023-01-31,71.52,1452.44,2
6,2023-02-28,81.18,1367.31,4
6,2023-03-31,50.76,1937.03,2
6,2023-04-30,83.8,1471.93,0
6,2023-05-31,76.29,649.14,1
6,2023-06-30,93.3,1904.12,1
6,2023-07-31,72.45,1302.06,2
6,2023-08-31,86.83,1789.39,2
6,2023-09-30,88.62,1325.37,0
6,2023-10-31,52.52,1329.48,4
6,2023-11-30,79.15,655.58,3
6,2023-12-31,96.98,596.87,0
6,2024-01-31,91.99,539.37,0
6,2024-02-29,74.9,1537.08,1
6,2024-03-31,54.63,1547.09,0
6,2024-04-30,71.7,665.68,4
6,2024-05-31,75.64,989.09,2
6,2024-06-30,79.47,1303.93,0
6,2024-07-31,83.53,1461.56,4
6,2024-08-31,54.57,558.69,3
6,2024-09-30,50.69,647.08,0
6,2024-10-31,50.79,338.86,1
6,2024-11-30,53.13,1026.09,2
6,2024-12-31,60.77,1274.77,1
7,2020-01-31,68.61,799.46,1
7,2020-02-29,90.25,1681.37,2
7,2020-03-31,64.17,1616.19,2
7,2020-04-30,80.84,1537.19,2
7,2020-05-31,76.07,323.23,1
7,2020-06-30,71.37,571.19,2
7,2020-07-31,76.92,683.94,3
7,2020-08-31,95.76,1747.68,1
7,2020-09-30,89.37,1017.82,4
7,2020-10-31,93.69,1348.32,1
7,2020-11-30,74.97,1163.05,2
7,2020-12-31,96.81,315.21,1
7,2021-01-31,75.0,1613.18,1
7,2021-02-28,51.1,741.88,4
7,2021-03-31,73.48,250.96,3
7,2021-04-30,55.27,1575.99,1
7,2021-05-31,70.44,1863.25,4
7,2021-06-30,58.02,326.89,1
7,2021-07-31,97.13,1544.2,2
7,2021-08-31,90.71,1433.24,2
7,2021-09-30,90.29,214.34,3
7,2021-10-31,62.5,1127.01,0
7,2021-11-30,67.84,836.82,3
7,2021-12-31,93.63,1690.61,4
7,2022-01-31,66.34,837.96,1
7,2022-02-28,63.57,617.21,0
7,2022-03-31,55.13,906.92,2
7,2022-04-30,91.44,828.0,0
7,2022-05-31,92.94,1418.49,0
7,2022-06-30,67.24,1031.32,0
7,2022-07-31,50.66,732.7,4
7,2022-08-31,70.55,1499.47,3
7,2022-09-30,61.48,411.59,0
7,2022-10-31,87.03,1753.35,4
7,2022-11-30,86.62,1126.88,0
7,2022-12-31,67.26,945.56,1
7,2023-01-31,94.08,418.69,3
7,2023-02-28,79.11,413.15,1
7,2023-03-31,80.39,641.63,2
7,2023-04-30,66.78,1548.9,2
7,2023-05-31,77.84,948.4,0
7,2023-06-30,77.05,1453.57,1
7,2023-07-31,58.58,1100.2,2
7,2023-08-31,77.33,1235.74,4
7,2023-09-30,76.63,407.71,0
7,2023-10-31,74.79,1879.63,1
7,2023-11-30,75.61,405.71,1
7,2023-12-31,94.78,567.77,0
7,2024-01-31,97.57,1597.68,0
7,2024-02-29,92.87,1411.84,2
7,2024-03-31,78.03,1331.17,1
7,2024-04-30,62.66,217.96,3
7,2024-05-31,84.86,1554.75,4
7,2024-06-30,91.07,1717.99,2
7,2024-07-31,56.37,713.92,4
7,2024-08-31,59.17,1738.95,4
7,2024-09-30,74.22,224.06,0
7,2024-10-31,90.18,1823.19,1
7,2024-11-30,53.35,1779.23,3
7,2024-12-31,59.09,1537.55,3
8,2020-01-31,77.28,1967.07,1
8,2020-02-29,68.77,1646.87,3
8,2020-03-31,99.86,1206.31,4
8,2020-04-30,72.32,326.01,2
8,2020-05-31,85.33,874.06,3
8,2020-06-30,86.14,1382.11,2
8,2020-07-31,96.46,882.61,1
8,2020-08-31,83.08,1071.18,3
8,2020-09-30,81.6,371.67,0
8,2020-10-31,79.05,966.93,1
8,2020-11-30,89.1,1553.14,1
8,2020-12-31,87.93,226.33,2
8,2021-01-31,81.02,1536.06,3
8,2021-02-28,59.75,1802.74,4
8,2021-03-31,57.93,664.82,2
8,2021-04-30,71.66,1593.74,1
8,2021-05-31,78.94,1338.3,1
8,2021-06-30,65.35,946.95,2
8,2021-07-31,63.55,564.06,2
8,2021-08-31,59.27,1279.59,1
8,2021-09-30,71.24,1834.11,3
8,2021-10-31,87.29,1204.27,1
8,2021-11-30,84.81,889.04,1
8,2021-12-31,72.54,1925.3,0
8,2022-01-31,63.6,1446.25,2
8,2022-02-28,96.95,1345.47,0
8,2022-03-31,76.44,1686.65,4
8,2022-04-30,84.73,593.69,3
8,2022-05-31,91.19,313.65,4
8,2022-06-30,90.75,1600.45,3
8,2022-07-31,88.68,1546.11,0
8,2022-08-31,71.62,256.07,4
8,2022-09-30,93.96,638.11,4
8,2022-10-31,81.5,1744.62,0
8,2022-11-30,94.9,1798.61,4
8,2022-12-31,71.82,1400.19,1
8,2023-01-31,92.24,648.22,4
8,2023-02-28,53.36,370.85,3
8,2023-03-31,95.15,1880.43,2
8,2023-04-30,90.33,1744.44,4
8,2023-05-31,73.29,1228.09,4
8,2023-06-30,65.91,1930.09,2
8,2023-07-31,68.02,1610.73,2
8,2023-08-31,50.68,344.4,4
8,2023-09-30,61.6,225.89,1
8,2023-10-31,85.31,756.12,2
8,2023-11-30,50.27,1889.14,4
8,2023-12-31,93.22,1256.49,0
8,2024-01-31,53.47,1348.98,2
8,2024-02-29,72.11,1473.31,2
8,2024-03-31,78.94,1225.07,2
8,2024-04-30,96.46,815.43,4
8,2024-05-31,81.65,1044.71,4
8,2024-06-30,99.06,1369.12,0
8,2024-07-31,73.06,1891.88,2
8,2024-08-31,97.46,1699.1,2
8,2024-09-30,83.88,871.62,2
8,2024-10-31,58.37,1100.65,0
8,2024-11-30,82.21,1953.65,1
8,2024-12-31,77.73,1546.03,3
9,2020-01-31,70.69,567.5,1
9,2020-02-29,83.39,1707.26,1
9,2020-03-31,50.96,1602.38,2
9,2020-04-30,84.98,1708.68,3
9,2020-05-31,98.05,1164.68,1
9,2020-06-30,70.09,476.64,4
9,2020-07-31,91.69,1356.64,1
9,2020-08-31,87.03,370.84,2
9,2020-09-30,52.6,257.14,1
9,2020-10-31,54.23,1292.32,3
9,2020-11-30,62.31,1443.22,2
9,2020-12-31,60.56,1753.39,2
9,2021-01-31,86.87,715.74,0
9,2021-02-28,99.86,254.05,1
9,2021-03-31,84.56,1285.47,0
9,2021-04-30,73.25,1725.3,3
9,2021-05-31,67.38,983.71,3
9,2021-06-30,90.85,1734.59,4
9,2021-07-31,54.26,894.08,1
9,2021-08-31,70.81,502.61,2
9,2021-09-30,73.46,683.41,1
9,2021-10-31,53.74,989.22,3
9,2021-11-30,98.65,1566.73,3
9,2021-12-31,63.92,1636.93,4
9,2022-01-31,61.63,433.42,3
9,2022-02-28,67.77,1413.19,3
9,2022-03-31,60.53,1656.24,1
9,2022-04-30,67.13,1756.39,1
9,2022-05-31,91.47,1472.02,4
9,2022-06-30,73.92,1605.0,2
9,2022-07-31,50.16,513.64,0
9,2022-08-31,72.09,1971.62,1
9,2022-09-30,91.12,302.56,1
9,2022-10-31,72.92,1505.01,1
9,2022-11-30,83.36,1598.69,1
9,2022-12-31,65.69,1168.44,4
9,2023-01-31,99.47,1801.13,3
9,2023-02-28,50.79,1140.97,4
9,2023-03-31,87.08,1086.62,3
9,2023-04-30,84.35,1384.55,0
9,2023-05-31,92.99,932.25,3
9,2023-06-30,70.81,1124.93,4
9,2023-07-31,94.49,1672.14,2
9,2023-08-31,86.81,1123.21,3
9,2023-09-30,98.51,1878.18,4
9,2023-10-31,83.08,454.2,3
9,2023-11-30,58.27,1737.67,2
9,2023-12-31,59.14,1686.28,4
9,2024-01-31,78.83,1205.78,0
9,2024-02-29,89.28,655.04,1
9,2024-03-31,68.37,356.63,0
9,2024-04-30,86.47,1231.8,4
9,2024-05-31,58.76,1410.98,0
9,2024-06-30,62.63,1136.13,3
9,2024-07-31,62.48,673.85,4
9,2024-08-31,81.17,1280.51,0
9,2024-09-30,81.37,1550.48,3
9,2024-10-31,72.92,832.19,0
9,2024-11-30,64.7,626.75,2
9,2024-12-31,52.0,724.63,2
10,2020-01-31,61.91,1835.18,4
10,2020-02-29,73.31,1569.04,1
10,2020-03-31,88.02,1123.26,4
10,2020-04-30,88.47,916.16,1
10,2020-05-31,58.54,254.83,4
10,2020-06-30,52.27,1363.88,2
10,2020-07-31,80.76,1839.09,1
10,2020-08-31,88.68,422.12,3
10,2020-09-30,63.92,1735.37,0
10,2020-10-31,91.96,489.22,2
10,2020-11-30,87.69,587.9,3
10,2020-12-31,86.23,400.87,0
10,2021-01-31,59.46,1860.26,3
10,2021-02-28,68.99,1642.6,2
10,2021-03-31,87.54,425.88,0
10,2021-04-30,60.54,1201.62,4
10,2021-05-31,78.29,1872.46,1
10,2021-06-30,65.9,1548.97,2
10,2021-07-31,76.24,1595.44,2
10,2021-08-31,70.93,726.53,4
10,2021-09-30,98.07,1402.16,2
10,2021-10-31,81.85,1275.13,2
10,2021-11-30,59.62,732.18,4
10,2021-12-31,94.24,1530.32,1
10,2022-01-31,95.65,811.59,4
10,2022-02-28,50.51,1488.89,0
10,2022-03-31,67.34,984.16,2
10,2022-04-30,65.59,811.95,2
10,2022-05-31,92.48,360.18,0
10,2022-06-30,96.77,534.32,1
10,2022-07-31,96.43,311.26,0
10,2022-08-31,62.0,1478.24,4
10,2022-09-30,72.34,1102.73,1
10,2022-10-31,50.25,308.17,0
10,2022-11-30,87.56,1556.96,1
10,2022-12-31,58.86,729.68,2
10,2023-01-31,87.85,300.09,2
10,2023-02-28,60.62,1394.34,1
10,2023-03-31,85.86,1741.04,1
10,2023-04-30,94.78,1836.52,0
10,2023-05-31,72.0,1513.48,2
10,2023-06-30,67.11,973.92,0
10,2023-07-31,91.12,512.02,4
10,2023-08-31,76.57,718.3,1
10,2023-09-30,65.0,1272.95,0
10,2023-10-31,58.22,409.85,4
10,2023-11-30,67.76,281.45,3
10,2023-12-31,86.65,1385.59,1
10,2024-01-31,55.29,1771.43,2
10,2024-02-29,70.54,1209.04,3
10,2024-03-31,50.54,1687.79,4
10,2024-04-30,89.0,377.73,4
10,2024-05-31,73.2,413.68,4
10,2024-06-30,79.25,607.3,2
10,2024-07-31,79.74,1529.96,3
10,2024-08-31,80.85,1754.24,3
10,2024-09-30,55.16,510.54,2
10,2024-10-31,87.41,1210.26,4
10,2024-11-30,90.94,1970.42,0
10,2024-12-31,51.59,1607.69,1
11,2020-01-31,52.52,294.98,3
11,2020-02-29,76.18,592.87,4
11,2020-03-31,80.7,655.14,1
11,2020-04-30,67.96,1682.39,0
11,2020-05-31,53.82,1812.59,0
11,2020-06-30,66.41,576.31,0
11,2020-07-31,91.73,845.0,4
11,2020-08-31,92.05,598.23,4
11,2020-09-30,78.82,1571.39,4
11,2020-10-31,72.96,745.91,2
11,2020-11-30,50.84,1422.56,1
11,2020-12-31,84.19,1156.83,1
11,2021-01-31,96.86,761.24,2
11,2021-02-28,82.82,1948.07,0
11,2021-03-31,96.41,1720.75,3
11,2021-04-30,55.82,1303.03,2
11,2021-05-31,52.2,1448.0,2
11,2021-06-30,67.73,1191.19,1
11,2021-07-31,91.68,1666.41,4
11,2021-08-31,71.91,1818.67,1
11,2021-09-30,55.29,838.82,4
11,2021-10-31,76.58,1168.01,4
11,2021-11-30,53.51,911.47,3
11,2021-12-31,77.82,252.48,3
11,2022-01-31,70.96,502.77,4
11,2022-02-28,85.51,372.31,2
11,2022-03-31,63.12,763.49,1
11,2022-04-30,94.31,1881.75,2
11,2022-05-31,68.98,769.86,2
11,2022-06-30,54.57,766.69,1
11,2022-07-31,83.87,971.22,3
11,2022-08-31,72.2,1808.47,4
11,2022-09-30,50.4,1897.71,4
11,2022-10-31,71.57,882.27,1
11,2022-11-30,92.21,1071.24,0
11,2022-12-31,65.42,1231.48,2
11,2023-01-31,77.97,1691.28,2
11,2023-02-28,98.92,1938.34,3
11,2023-03-31,61.69,579.6,2
11,2023-04-30,97.34,920.38,2
11,2023-05-31,72.72,1604.34,0
11,2023-06-30,80.18,1387.11,0
11,2023-07-31,71.55,748.09,0
11,2023-08-31,59.06,1320.96,4
11,2023-09-30,65.36,1183.63,0
11,2023-10-31,58.01,507.69,0
11,2023-11-30,89.86,1503.62,1
11,2023-12-31,67.03,1648.93,0
11,2024-01-31,83.09,1284.41,1
11,2024-02-29,53.84,622.99,4
11,2024-03-31,91.75,1954.44,0
11,2024-04-30,61.57,1763.14,3
11,2024-05-31,51.8,1868.45,2
11,2024-06-30,51.97,1233.11,1
11,2024-07-31,92.9,1516.08,0
11,2024-08-31,89.37,751.58,1
11,2024-09-30,79.42,915.83,1
11,2024-10-31,53.09,1163.66,3
11,2024-11-30,71.31,1698.25,0
11,2024-12-31,61.09,771.6,3
12,2020-01-31,90.87,1874.72,3
12,2020-02-29,72.5,807.42,3
12,2020-03-31,64.37,703.54,1
12,2020-04-30,83.14,1767.14,4
12,2020-05-31,72.11,801.92,3
12,2020-06-30,84.69,1194.97,4
12,2020-07-31,78.6,1649.78,2
12,2020-08-31,95.54,1185.35,0
12,2020-09-30,63.41,849.93,1
12,2020-10-31,52.83,262.41,4
12,2020-11-30,66.88,1645.13,2
12,2020-12-31,82.08,667.69,3
12,2021-01-31,94.78,735.12,2
12,2021-02-28,70.57,632.96,0
12,2021-03-31,57.06,1182.05,1
12,2021-04-30,69.85,481.37,2
12,2021-05-31,68.02,1408.29,4
12,2021-06-30,99.49,254.04,0
12,2021-07-31,57.81,1979.16,2
12,2021-08-31,58.45,833.25,2
12,2021-09-30,78.89,1758.98,2
12,2021-10-31,99.26,1582.41,2
12,2021-11-30,70.56,969.48,3
12,2021-12-31,83.27,1101.28,4
12,2022-01-31,71.48,702.09,2
12,2022-02-28,77.81,1603.13,1
12,2022-03-31,76.18,656.45,0
12,2022-04-30,94.5,1985.53,0
12,2022-05-31,82.6,1605.65,1
12,2022-06-30,80.12,1120.95,2
12,2022-07-31,56.3,1962.47,2
12,2022-08-31,98.19,443.14,2
12,2022-09-30,83.82,1269.64,1
12,2022-10-31,88.29,209.73,3
12,2022-11-30,63.8,1583.45,4
12,2022-12-31,73.2,1897.51,0
12,2023-01-31,81.27,1544.74,1
12,2023-02-28,62.55,1370.77,4
12,2023-03-31,80.3,1729.0,2
12,2023-04-30,55.67,1994.44,1
12,2023-05-31,79.71,940.47,0
12,2023-06-30,73.27,224.63,0
12,2023-07-31,62.93,250.13,3
12,2023-08-31,88.87,1411.12,3
12,2023-09-30,58.73,732.68,0
12,2023-10-31,98.27,290.75,3
12,2023-11-30,79.6,498.62,4
12,2023-12-31,53.47,361.78,1
12,2024-01-31,56.37,1640.37,1
12,2024-02-29,70.33,457.91,3
12,2024-03-31,99.57,1508.31,4
